store,category,subcategory,product_name,pack_size,unit_price,price_gbp,was_price_gbp,offer
Asda Express,Wine & Sparkling,White Wine,Yellow Tail Chardonnay 750ml,750ml,£15.27/L,11.45,,
Asda Express,Yoghurt,Best Sellers 📈,Arla Protein Strawberry Yogurt Pouch 200g,200g,£8.00/kg,1.60,,
Asda Express,Yoghurt,Flavoured Yoghurts,Arla Protein Blueberry Yogurt 200g,200g,£6.95/kg,1.39,1.85,£0.46 off
Asda Express,Yoghurt,Flavoured Yoghurts,Arla Protein Raspberry Yogurt  200g,200g,£9.25/kg,1.85,,
Asda Express,Yoghurt,Flavoured Yoghurts,Bio&Me Kefir Vanilla Yoghurt & Blueberry Granola 150g,150g,£12.67/kg,1.90,,
Asda Express,Yoghurt,Flavoured Yoghurts,Muller Corner Strawberry Yogurt 136g,136g,£8.09/kg,1.10,,
Asda Express,Yoghurt,Flavoured Yoghurts,Muller Corner Vanilla Yogurt Chocolate Balls 124g,124g,£8.87/kg,1.10,,
Asda Express,Yoghurt,Flavoured Yoghurts,Muller Myprotein Crunch Strawberry Yogurt 180g,180g,£10.28/kg,1.85,,
Asda Express,Yoghurt,Flavoured Yoghurts,Muller Myprotein Crunch Vanilla Yogurt 180g,180g,£11.94/kg,2.15,,
Asda Express,Yoghurt,Flavoured Yoghurts,Nomadic Yogurt & Oat Clusters Strawberry 169g,169g,£12.72/kg,2.15,,
Asda Express,Yoghurt,Flavoured Yoghurts,Onken 0% Fat Strawberry 450g,450g,£5.44/kg,2.45,,
Asda Express,Yoghurt,Natural Yoghurts,Arla Skyr Natural Icelandic Style Yogurt 450g,450g,£6.00/kg,2.70,,
Asda Express,Yoghurt,Kids Yoghurts,Frubes Assorted Yogurt Tubes 9 x 37g (333g),333g,£5.98/kg,1.99,2.65,£0.66 off
Asda Express,Yoghurt,Kids Yoghurts,The Collective Great Dairy Peach & Apricot Suckies 90g,90g,£10.44/kg,0.94,1.25,£0.31 off
Asda Express,Yoghurt,Kids Yoghurts,The Collective Great Dairy Strawberry Suckies 90g,90g,£10.44/kg,0.94,1.25,£0.31 off
Asda Express,Yoghurt,Natural Yoghurts,Asda Creamy Greek Style Yogurt 500g,500g,£2.70/kg,1.35,,
