store,category,subcategory,product_name,pack_size,unit_price,price_gbp,was_price_gbp,offer
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Energy Zero Sugar Drink Pink Lemonade 900ml,900ml,£1.94/L,1.75,2.25,£0.50 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Drink Orange 4 x 500ml,4pk,£1.99/L,3.97,5.25,£1.28 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Drink Raspberry 4 x 500ml,4pk,£1.99/L,3.97,5.25,£1.28 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Ice Kick 500ml,500ml,£4.80/L,2.40,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Orange 500ml,500ml,£4.80/L,2.40,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Orange 900ml,900ml,£2.41/L,2.17,2.90,£0.73 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Raspberry 900ml,900ml,£2.41/L,2.17,2.90,£0.73 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Lando Norris Zero Sugar 500ml,500ml,£5.20/L,2.60,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra Fiesta Mango Zero Sugar 500ml,500ml,£5.20/L,2.60,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra Peachy Keen Zero Sugar 500ml,500ml,£5.20/L,2.60,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra Rosa Zero Sugar 500ml,500ml,£5.20/L,2.60,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra Strawberry Dreams Zero Sugar 500ml,500ml,£5.20/L,2.60,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Zero Sugar 500ml,500ml,£5.20/L,2.60,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Powerade Berry and Tropical Sports Drink 500ml,500ml,£4.50/L,2.25,,2 for £3.75
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Summer Edition Citrus Zest Energy Drink 4 x 250 ml,1L,£7.25/L,7.25,8.25,£1 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Arla Protein Chocolate Flavoured Milk Drink 479ml,482ml,£4.56/L,2.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Arla Protein Strawberry & Raspberry Flavoured Milk Drink 500g,482ml,£4.56/L,2.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,"Celsius Energy Drink, Sparkling Mango Lemonade  355ml",355ml,£8.03/L,2.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,"Celsius Energy Drink, Sparkling Raspberry Peach 355ml",355ml,£8.03/L,2.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,"Celsius Energy Drink, Sparkling Strawberry Watermelon 355ml",355ml,£8.03/L,2.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Fuel10K Banana Flavour Breakfast Milk Drink 330ml,330ml,£6.67/L,2.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Fuel10K Chocolate Flavour Breakfast Milk Drink 330ml,330ml,£6.67/L,2.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Fuel10K Strawberry Flavour Breakfast Milk Drink 330ml,330ml,£6.06/L,2.00,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Huel Chocolate Flavour Ready-To-Drink Complete Meal 500ml,500ml,£6.52/L,3.26,4.35,£1.09 off
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Energy Drink Original 4x380ml,4pk,£2.76/L,4.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Energy Zero Sugar Drink Grafruitti 900ml,900ml,£2.22/L,2.00,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Lucozade Sport Drink Raspberry 500ml,500ml,£4.80/L,2.40,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy 4 x 500ml,4pk,£3.93/L,7.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy 500ml,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Aussie Style Lemonade 500ml,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Lewis Hamilton Zero Sugar 500ml,500ml,£5.20/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Mango Loco 4 x 500ml,4pk,£3.93/L,7.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Monarch 500ml,500ml,£5.10/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Pipeline Punch 4 x 500ml,4pk,£3.93/L,7.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Rossi VR46 Zero Sugar 500ml Can,500ml,£4.90/L,2.45,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra 558ml Mega Can,558ml,£4.84/L,2.70,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra Fantasy Ruby Red Zero Sugar 500ml,500ml,£5.20/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Ultra Vice Guava Zero Sugar 500ml Can,500ml,£5.10/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Viking Berry 500ml Can,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Drink Zero Sugar 4 x 500ml,4pk,£3.55/L,7.10,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Rio Punch 500ml,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Ultra 4 x 500ml,4pk,£3.70/L,7.40,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Energy Ultra 500ml,500ml,£5.20/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Juiced Mango Loco 500ml,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Pacific Punch Energy Drink 500ml,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Pipeline Punch 500ml,500ml,£5.60/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Monster Punch + Energy 500ml,500ml,£5.10/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Myprotein Chocolate Flavour Shake 385ml,400ml,£4.88/L,1.95,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Myprotein Strawberry Flavour Shake 385ml,400ml,£4.63/L,1.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Powerade Golden Mango Sports Drink 12 x 500ml Bottles,500ml,£5.90/L,2.95,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Purdey's Natural Energy Apple & Grape 330ml,330ml,£9.70/L,3.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Cherry Edition Cherry Sakura Energy Drink 250ml 4 Pack,1L,£7.15/L,7.15,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Energy Drink 2 x 250ml,500ml,£9.50/L,4.75,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Energy Drink 250ml,250ml,£10.20/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Energy Drink 355ml,355ml,£8.31/L,2.95,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Energy Drink 4 x 250ml,4pk,£6.80/L,6.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Energy Drink 8 x 250ml,8pk,£6.78/L,13.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Energy Drink Sugar Free Cans 250ml x 4,4pk,£6.50/L,6.50,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,"Red Bull Energy Drink, Sugar free 250ml",250ml,£9.00/L,2.25,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,"Red Bull Energy Drink, Sugarfree 355ml",355ml,£7.89/L,2.80,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Sugarfree 473ml,473ml,£7.51/L,3.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Apple Edition Fuji Apple & Ginger Energy Drink 250ml,250ml,£10.40/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Cherry Edition Cherry Sakura Energy Drink 250ml,250ml,£10.40/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Green Edition Curuba-Elderflower Energy Drink 250ml,250ml,£10.40/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Lilac Edition Sugarfree Grapefruit & Blossom Energy Drink 250ml,250ml,£10.20/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Pink Edition Sugarfree Forest Fruits Energy Drink 250ml,250ml,£10.40/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Pink Edition Sugarfree Forest Fruits Energy Drink 250ml,4pk,£6.85/L,6.85,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Summer Edition Citrus Zest Energy Drink 250ml,250ml,£10.40/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Summer Edition Juneberry Energy Drink 250ml,250ml,£10.20/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull The Winter Edition Iced Vanilla Berry Energy Drink 250ml,250ml,£10.40/L,2.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Zero 250ml,250ml,£9.20/L,2.30,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Red Bull Zero 4 x 250ml,4pk,£6.50/L,6.50,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Reign Storm Kiwi Blend Clean Energy Drink 355ml,355ml,£6.34/L,2.25,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Reign Storm Valencia Orange Clean Energy Drink 355ml,355ml,£6.34/L,2.25,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Relentless Cherry Energy Drink 500ml,500ml,£2.90/L,1.45,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Relentless Guava Energy Drink 500ml,500ml,£3.20/L,1.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Relentless Origin Energy Drink 500ml,500ml,£3.20/L,1.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Relentless White Citrus Energy Drink 500ml Can,500ml,£3.20/L,1.60,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Starbucks Caramel Hazelnut Flavour Protein Drink 330ml,330ml,£9.70/L,3.20,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,Tenzing Natural Energy Raspberry & Yuzu 330ml,330ml,£8.33/L,2.75,,
Asda Express,"Water, Soft Drinks, Mixers",Sport & Energy Drinks,UFIT Strawberry Flavour High Protein Milkshake 330ml,330ml,£6.82/L,2.25,,
Asda Express,"Water, Soft Drinks, Mixers",Squash & Cordials,Robinsons Orange 1L,1L,£2.00/L,2.00,2.50,£0.50 off
Asda Express,"Water, Soft Drinks, Mixers",Squash & Cordials,Robinsons Real Fruit Apple & Blackcurrant 1 Litre,1L,£2.00/L,2.00,2.50,£0.50 off
Asda Express,"Water, Soft Drinks, Mixers",Squash & Cordials,Vimto No Added Sugar Real Fruit Squash 1 Litre,1L,£2.90/L,2.90,,
Asda Express,"Water, Soft Drinks, Mixers",Tonics & Mixers,FEVER-TREE Premium Refreshingly Light Ginger Beer 500ml,500ml,£6.10/L,3.05,,
Asda Express,"Water, Soft Drinks, Mixers",Tonics & Mixers,Fever-Tree Premium Indian Tonic Water 500ml,500ml,£6.10/L,3.05,,
Asda Express,"Water, Soft Drinks, Mixers",Tonics & Mixers,Schweppes Indian Tonic Water 1L,1L,£2.45/L,2.45,,
Asda Express,"Water, Soft Drinks, Mixers",Tonics & Mixers,Schweppes Slimline Tonic Water 1L,1L,£2.45/L,2.45,,
Asda Express,"Water, Soft Drinks, Mixers",Tonics & Mixers,Schweppes Soda Water 1L,1L,£2.45/L,2.45,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Buxton Still Natural Mineral Water 1L,1L,£2.30/L,2.30,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Buxton Still Natural Mineral Water 50cl,500ml,£2.40/L,1.20,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Glaceau Smartwater 600ml,600ml,£2.75/L,1.65,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Highland Spring Eco Bottle 500ml,500ml,£2.10/L,1.05,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Highland Spring Still Spring Water 6 x 1.5L,6pk,£0.61/L,5.50,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Rubicon Black Cherry Raspberry Sparkling Spring Water 1.5 Litre,1.5L,£1.67/L,2.50,,
Asda Express,"Water, Soft Drinks, Mixers",Water,San Pellegrino Carbonated Natural Mineral Water 1L,1L,£2.10/L,2.10,,
Asda Express,"Water, Soft Drinks, Mixers",Water,San Pellegrino Carbonated Natural Mineral Water 500ml,500ml,£3.90/L,1.95,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Volvic Natural Mineral Water 1L,1L,£1.45/L,1.45,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Volvic Touch of Lemon & Lime 750ml,750ml,£3.40/L,2.55,,
Asda Express,"Water, Soft Drinks, Mixers",Water,Volvic Touch of Strawberry 1.5L,1.5L,£0.90/L,1.35,1.80,£0.45 off
Asda Express,"Water, Soft Drinks, Mixers",Water,Volvic Touch of Strawberry 750ml,750ml,£3.20/L,2.40,,
Asda Express,Wine & Sparkling,Best Sellers 📈,Fillipo Sansovino Prosecco 75cl,750ml,£13.93/L,10.45,,
Asda Express,Wine & Sparkling,Best Sellers 📈,Fillipo Sansovino Prosecco D.O.C. Rose 75cl,750ml,£14.40/L,10.80,,
Asda Express,Wine & Sparkling,Dessert & Fortified Wine,Harveys Special Edition Bristol Cream Sherry 1L,1L,£20.85/L,20.85,,
Asda Express,Wine & Sparkling,Red Wine,19 Crimes Malbec 750ml,750ml,£14.93/L,11.20,13.45,£2.25 off
Asda Express,Wine & Sparkling,Red Wine,19 Crimes Red Wine 750ml,750ml,£15.27/L,11.45,13.70,£2.25 off
Asda Express,Wine & Sparkling,Rose Wine,Barefoot Pink Moscato Rose Wine 750ml,750ml,£10.53/L,7.90,10.15,£2.25 off
Asda Express,Wine & Sparkling,White Wine,Campo Viejo Rioja Viura-Tempranillo Blanco 750ml,750ml,£14.20/L,10.65,12.40,£1.75 off
Asda Express,Wine & Sparkling,Red Wine,Cellier des Dauphins Cru Des Cotes Du Rhone 75cl,750ml,£15.93/L,11.95,13.70,£1.75 off
Asda Express,Wine & Sparkling,Red Wine,Hardys Stamp Shiraz Cabernet 187ml,187ml,£19.52/L,3.65,,3 for £9
Asda Express,Wine & Sparkling,Rose Wine,La Vieille Ferme 750ml,750ml,£14.88/L,11.16,12.40,£1.24 off
Asda Express,Wine & Sparkling,Red Wine,McGuigan Black Label Red 75cl,750ml,£10.99/L,8.24,9.15,£0.91 off
Asda Express,Wine & Sparkling,White Wine,Oyster Bay Marlborough Sauvignon Blanc 750ml,750ml,£14.29/L,10.72,14.30,£3.58 off
Asda Express,Wine & Sparkling,Red Wine,Trivento Reserve Malbec Red Wine Argentina 75cl,750ml,£13.87/L,10.40,12.40,£2 off
Asda Express,Wine & Sparkling,White Wine,Vina Sol Original 75cl,750ml,£12.07/L,9.05,10.80,£1.75 off
Asda Express,Wine & Sparkling,Red Wine,Wolf Blass Yellow Label Cabernet Sauvignon 750ml,750ml,£15.00/L,11.25,12.75,£1.50 off
Asda Express,Wine & Sparkling,White Wine,Yealands Sauvignon Blanc Marlborough 75cl,750ml,£13.69/L,10.27,13.70,£3.43 off
Asda Express,Wine & Sparkling,White Wine,Yellow Tail Pinot Grigio 187ml,187ml,£24.33/L,4.55,,3 for £9
Asda Express,Wine & Sparkling,White Wine,Yellow Tail Pinot Grigio 750ml,750ml,£13.27/L,9.95,11.45,£1.50 off
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Exceptional By Asda Cava Brut 75cl,750ml,£14.40/L,10.80,,
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Freixenet Italian Rose Sparkling Wine 20cl,200ml,£29.00/L,5.80,,
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Freixenet Prosecco D.O.C. Sparkling Wine 20cl,200ml,£29.00/L,5.80,,
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Freixenet Prosecco D.O.C. Sparkling Wine Extra Dry 75cl,750ml,£22.20/L,16.65,,
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Freixenet Sparkling Italian Rose 75cl,750ml,£22.20/L,16.65,,
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Kylie Minogue Prosecco Rose 75cl,750ml,£21.33/L,16.00,,
Asda Express,Wine & Sparkling,"Prosecco, Champagne & Sparkling Wine",Lambrini Original 1.25L,1.25L,£4.56/L,5.70,,
Asda Express,Wine & Sparkling,Red Wine,19 Crimes The Banished Dark Red 750ml,750ml,£19.60/L,14.70,,
Asda Express,Wine & Sparkling,Red Wine,19 Crimes The Uprising Red Wine 750ml,750ml,£20.00/L,15.00,,
Asda Express,Wine & Sparkling,Red Wine,Asda Extra Special Chateau Leboscq Madoc 75cl,750ml,£24.33/L,18.25,,
Asda Express,Wine & Sparkling,Red Wine,Barefoot Merlot Red Wine 750ml,750ml,£16.13/L,12.10,,
Asda Express,Wine & Sparkling,Red Wine,Burdizzo Chianti 75cl,750ml,£14.40/L,10.80,,
Asda Express,Wine & Sparkling,Red Wine,Calvet La Fleur Baron Bordeaux Merlot-Cabernet Sauvignon 75cl,750ml,£15.93/L,11.95,,
Asda Express,Wine & Sparkling,Red Wine,Campo Viejo Rioja Tempranillo 187ml,187ml,£18.45/L,3.45,,
Asda Express,Wine & Sparkling,Red Wine,Campo Viejo Rioja Tempranillo 750ml,750ml,£17.00/L,12.75,,
Asda Express,Wine & Sparkling,Red Wine,Casillero del Diablo Cabernet Sauvignon 18.7cl,187ml,£23.80/L,4.45,,
Asda Express,Wine & Sparkling,Red Wine,Casillero del Diablo Cabernet Sauvignon 75cl,750ml,£15.67/L,11.75,,
Asda Express,Wine & Sparkling,Red Wine,Casillero del Diablo Malbec Red Wine Chile 75cl,750ml,£15.67/L,11.75,,
Asda Express,Wine & Sparkling,Red Wine,Cono Sur Bicicleta Pinot Noir 75cl,750ml,£13.07/L,9.80,,
Asda Express,Wine & Sparkling,Red Wine,DIABLO Dark Red Wine 75cl,750ml,£19.60/L,14.70,,
Asda Express,Wine & Sparkling,Red Wine,Diablo Black Cabernet Sauvignon Red Wine 75cl,750ml,£19.60/L,14.70,,
Asda Express,Wine & Sparkling,Red Wine,Exceptional by ASDA Malbec 75cl,750ml,£14.80/L,11.10,,
Asda Express,Wine & Sparkling,Red Wine,Exceptional by ASDA Montepulciano D'abruzzo 75cl,750ml,£14.80/L,11.10,,
Asda Express,Wine & Sparkling,Red Wine,Exceptional by ASDA North Canterbury Pinot Noir 75cl,750ml,£17.13/L,12.85,,
Asda Express,Wine & Sparkling,Red Wine,Exceptional by ASDA Pinotage 75cl,750ml,£13.07/L,9.80,,
Asda Express,Wine & Sparkling,Red Wine,Exceptional by ASDA Primitivo 75cl,750ml,£13.93/L,10.45,,
Asda Express,Wine & Sparkling,Red Wine,Exceptional by ASDA Zinfandel 75cl,750ml,£13.93/L,10.45,,
Asda Express,Wine & Sparkling,Red Wine,Faustino V Reserva Rioja 75cl 13.5%,750ml,£23.47/L,17.60,,
Asda Express,Wine & Sparkling,Red Wine,Hardys Stamp Shiraz 750ml,750ml,£10.47/L,7.85,,
Asda Express,Wine & Sparkling,Red Wine,Hardys VR Merlot 750ml 11%,750ml,£13.07/L,9.80,,
Asda Express,Wine & Sparkling,Red Wine,I Heart Malbec 75cl,750ml,£12.80/L,9.60,,
Asda Express,Wine & Sparkling,Red Wine,Jacob's Creek Juicy & Smooth Red 750ml,750ml,£20.20/L,15.15,,
Asda Express,Wine & Sparkling,Red Wine,Jam Shed Malbec 750ml,750ml,£14.80/L,11.10,,
Asda Express,Wine & Sparkling,Red Wine,Jam Shed Shiraz 750ml,750ml,£14.80/L,11.10,,
Asda Express,Wine & Sparkling,Red Wine,La Vieille Ferme 750ml,750ml,£16.53/L,12.40,,
Asda Express,Wine & Sparkling,Red Wine,Louis Jadot Beaujolais - Villages 75cl,750ml,£23.07/L,17.30,,
Asda Express,Wine & Sparkling,Red Wine,McGuigan Black Label Merlot 75cl,750ml,£12.20/L,9.15,,
Asda Express,Wine & Sparkling,Red Wine,McGuigan Classic Cabernet Sauvignon 75cl,750ml,£10.47/L,7.85,,
Asda Express,Wine & Sparkling,Red Wine,McGuigan Classic Merlot 75cl,750ml,£10.47/L,7.85,,
Asda Express,Wine & Sparkling,Red Wine,Porta 6 Red Wine 750ml,750ml,£15.80/L,11.85,,
Asda Express,Wine & Sparkling,Red Wine,Refined & Elegant Wine Malbec 2.25 litres 12.5%,2.25L,£9.27/L,20.85,,
Asda Express,Wine & Sparkling,Red Wine,Trivento Private Reserve Malbec 75cl,750ml,£20.00/L,15.00,,
Asda Express,Wine & Sparkling,Red Wine,Trivento Reserve Malbec 18.7cl,187ml,£22.99/L,4.30,,
Asda Express,Wine & Sparkling,Red Wine,Wolf Blass The Classic Red Label Collection Shiraz Cabernet 750ml,750ml,£12.20/L,9.15,,
Asda Express,Wine & Sparkling,Red Wine,Yellow Tail Jammy Red Roo 750ml,750ml,£15.67/L,11.75,,
Asda Express,Wine & Sparkling,Red Wine,Yellow Tail Merlot 750ml,750ml,£15.67/L,11.75,,
Asda Express,Wine & Sparkling,Red Wine,Yellow Tail Shiraz 750ml,750ml,£15.67/L,11.75,,
Asda Express,Wine & Sparkling,Rose Wine,Barefoot White Zinfandel 750ml,750ml,£12.20/L,9.15,,
Asda Express,Wine & Sparkling,Rose Wine,Echo Falls Summer Berries Fruit Fusion 750ml,750ml,£10.93/L,8.20,,
Asda Express,Wine & Sparkling,Rose Wine,Echo Falls White Zinfandel Rose Wine 75cl,750ml,£11.13/L,8.35,,
Asda Express,Wine & Sparkling,Rose Wine,Fillipo Sansovino Pinot Grigio Rose 75cl,750ml,£11.80/L,8.85,,
Asda Express,Wine & Sparkling,Rose Wine,I Heart Rose 75cl,750ml,£10.93/L,8.20,,
Asda Express,Wine & Sparkling,Rose Wine,Jacob's Creek Refreshing & Lively Rose 750ml,750ml,£20.60/L,15.45,,
Asda Express,Wine & Sparkling,White Wine,Barefoot Moscato White Wine 750ml,750ml,£14.40/L,10.80,,
Asda Express,Wine & Sparkling,White Wine,Blossom Hill Crisp & Fruity White Wine 750ml,750ml,£10.93/L,8.20,,
Asda Express,Wine & Sparkling,White Wine,Brancott Estate Sauvignon Blanc 750ml,750ml,£18.73/L,14.05,,
Asda Express,Wine & Sparkling,White Wine,Butter Side Up Chardonnay 75cl,750ml,£20.00/L,15.00,,
Asda Express,Wine & Sparkling,White Wine,Cono Sur Bicicleta Viognier 75cl,750ml,£11.80/L,8.85,,
Asda Express,Wine & Sparkling,White Wine,Echo Falls Blue Raspberry Fruit Fusion 750ml,750ml,£11.07/L,8.30,,
Asda Express,Wine & Sparkling,White Wine,Exceptional by ASDA Chablis 75cl,750ml,£26.93/L,20.20,,
Asda Express,Wine & Sparkling,White Wine,Exceptional by ASDA Gavi 75cl,750ml,£17.07/L,12.80,,
Asda Express,Wine & Sparkling,White Wine,Exceptional by ASDA Marlborough Awatere Valley Sauvignon Blanc 75cl,750ml,£18.27/L,13.70,,
Asda Express,Wine & Sparkling,White Wine,Exceptional by ASDA Old Bush Vine Chenin Blanc 75cl,750ml,£13.07/L,9.80,,
Asda Express,Wine & Sparkling,White Wine,Hardys Stamp Chardonnay 750ml,750ml,£10.47/L,7.85,,
Asda Express,Wine & Sparkling,White Wine,Hardys VR Pinot Grigio 750ml,750ml,£13.07/L,9.80,,
Asda Express,Wine & Sparkling,White Wine,I Heart Sauvignon Blanc 75cl,750ml,£13.27/L,9.95,,
Asda Express,Wine & Sparkling,White Wine,I Heart Wines Pinot Grigio 75cl,750ml,£10.40/L,7.80,,
Asda Express,Wine & Sparkling,White Wine,Jacob's Creek White 750ml,750ml,£20.20/L,15.15,,
Asda Express,Wine & Sparkling,White Wine,Jam Shed Chardonnay 750ml,750ml,£15.40/L,11.55,,
Asda Express,Wine & Sparkling,White Wine,Louis Jadot Les Petites Pierres Macon-Villages 75cl,750ml,£23.07/L,17.30,,
Asda Express,Wine & Sparkling,White Wine,McGuigan Black Label Chardonnay 75cl,750ml,£12.20/L,9.15,,
Asda Express,Wine & Sparkling,White Wine,McGuigan Black Label Pinot Grigio 75cl,750ml,£12.20/L,9.15,,
Asda Express,Wine & Sparkling,White Wine,McGuigan Classic Pinot Grigio 75cl,750ml,£10.47/L,7.85,,
Asda Express,Wine & Sparkling,White Wine,Picpoul de Pinet Blanc Sec 75cl,750ml,£16.67/L,12.50,,
Asda Express,Wine & Sparkling,White Wine,The Ned Sauvignon Blanc 750ml,750ml,£20.87/L,15.65,,
Asda Express,Wine & Sparkling,White Wine,The Wave Rider Sauvignon Blanc 75cl,750ml,£11.33/L,8.50,,
Asda Express,Wine & Sparkling,White Wine,Tukituki Sauvignon Blanc Marlborough 75cl,750ml,£14.93/L,11.20,,
Asda Express,Wine & Sparkling,White Wine,Vicelo Pinot Grigio 75cl,750ml,£10.47/L,7.85,,
Asda Express,Wine & Sparkling,White Wine,Villa Maria Private Bin Sauvignon Blanc Marlborough 750ml,750ml,£20.00/L,15.00,,
Asda Express,Wine & Sparkling,White Wine,Voga Pinot Grigio 750ml,750ml,£14.40/L,10.80,,
