category,subcategory,product_name,pack_size,unit_price,price_gbp,was_price_gbp,offer
Deodorant & Antiperspirant,⚽Plus Exclusive - World Cup Essential Offers,Sure Men Invisible Ice Fresh Nonstop Anti-Perspirant Deodorant 250ml,250ml,£19.60/L,4.90,,
Deodorant & Antiperspirant,⚽Plus Exclusive - World Cup Essential Offers,Sure Men Menthol & Blue Lavender 72hr Anti-Perspirant 250ml,250ml,£19.60/L,4.90,,
Deodorant & Antiperspirant,⚽Plus Exclusive - World Cup Essential Offers,Sure Men Nonstop Protection Iced Lemon & Sage Spray 250ml,250ml,£19.60/L,4.90,,
Deodorant & Antiperspirant,⚽Plus Exclusive - World Cup Essential Offers,Sure Men Quantum Dry Antiperspirant Deodorant Nonstop 250ml,250ml,£19.60/L,4.90,,
Deodorant & Antiperspirant,⚽Plus Exclusive - World Cup Essential Offers,Sure Men Sport Cool Antiperspirant Deodorant Nonstop 250ml,250ml,£19.60/L,4.90,,
Deodorant & Antiperspirant,⚽Plus Exclusive - World Cup Essential Offers,Sure Women Nonstop Protection Vitality 72hr Deodorant Spray 250 ml,250ml,£19.60/L,4.90,,
Ear & Eye Health,Allergy & Hayfever Eye Drops,Boots Allergy Eye Mist 10ml,10ml,"£1,019.00/L",10.19,,
Ear & Eye Health,Allergy & Hayfever Eye Drops,Boots Hayfever Relief 2% W/V Eye Drops - 10ml,10ml,£435.00/L,4.35,,2 for 25% off
Ear & Eye Health,Allergy & Hayfever Eye Drops,Opticrom Hayfever Eye Drops 10ml,10ml,£745.00/L,7.45,,2 for 25% off
Ear & Eye Health,Allergy & Hayfever Eye Drops,Optrex Hayfever Relief Drops - 10ml,10ml,£765.00/L,7.65,,
Ear & Eye Health,Allergy & Hayfever Eye Drops,The Eye Doctor Allergy Comfort Eye Drops 10ml,10ml,"£1,320.00/L",13.20,,
Ear & Eye Health,Allergy & Hayfever Eye Drops,The Eye Doctor Biodegradable Hay Fever Relief Eyelid Wipes X20,20pk,£0.32 each,6.30,,
Ear & Eye Health,Ear Drops,Baby Earol Olive Oil Spray - 10ml,10ml,£745.00/L,7.45,,
Ear & Eye Health,Ear Drops,Boots Olive Oil Ear Spray 10ml,10ml,£580.00/L,5.80,,
Ear & Eye Health,Ear Drops,Boots Pharmaceuticals Eye Mist For Dry & Irritated Eyes - 10ml,10ml,"£1,149.00/L",11.49,,
Ear & Eye Health,Ear Drops,Cerumol Olive Oil Ear Drops - 10ml,10ml,£550.00/L,5.50,,
Ear & Eye Health,Ear Drops,Cl-Ear Olive Oil Ear Spray 20ml,20ml,£457.50/L,9.15,,
Ear & Eye Health,Ear Drops,Cl-Ear Pain Relief Ear Drops 7g,7g,"£1,514.29/kg",10.60,,
Ear & Eye Health,Ear Drops,Earol Olive Oil Spray - 10ml,10ml,£745.00/L,7.45,,
Ear & Eye Health,Ear Drops,Neilmed Suavear Earwax Removal Aid - Carbamide Peroxide 6.5%,,,12.05,,
Ear & Eye Health,Ear Drops,Otex Express Combi Pack -10ml,10ml,"£1,085.00/L",10.85,,
Ear & Eye Health,Ear Drops,Otex Express Ear Drops - 10ml,10ml,£720.00/L,7.20,,
Ear & Eye Health,Ear Drops,Otex Olive Oil Ear Drops 10ml,10ml,£540.00/L,5.40,,
Ear & Eye Health,Ear Drops,Otex Olive Oil Earwax Spray 10ml,10ml,£745.00/L,7.45,,
Ear & Eye Health,Eye Drops,Blepha Eye Bag Warming Eye Mask,,,21.95,,2 for 25% off
Ear & Eye Health,Eye Drops,Blink Contacts Soothing Eye Drops - 10ml,10ml,£455.00/L,4.55,,2 for 25% off
